预测结果_Y,Peak Value,Mean,Duration,Energy,Entropy,Autocorrelation Lag,Bandwidth,Autocorrelation Peak,Peak Frequency,Standard Deviation
6.01522264714193,0.02444739,0.001869636021875,64,0.00754102570727412,0.747884609459985,63,-23,0.00754102570727412,8,0.0106926604650978
5.631918981083417,0.02070463,0.0037334529765625,64,0.00665891749021797,1.42391755737897,63,-23,0.00665891749021797,0,0.00949246620517831
5.26271973741157,0.01976925,0.000276246784375,64,0.0077282489786217,0.126242294698888,63,-15,0.0077282489786217,8,0.0109853346787927
5.732941343205899,0.02397961,0.001343369296875,64,0.00545448953183268,0.506997416632575,63,-20,0.00545448953183268,8,0.00913355121883592
5.725622237710572,0.03052813,0.003331428159375,64,0.00636660220512928,1.22506644366316,63,-24,0.00636660220512928,0,0.00940105025377847
5.7331928436423665,0.02538295,0.0020158163515625,64,0.00594418210685685,0.81414236346359,63,-20,0.00594418210685685,8,0.00942413549650107
5.35713218310615,0.03006035,0.001730795678125,64,0.00961295423455215,0.640797676749788,63,-16,0.00961295423455215,8,0.0121328791403962
5.631756672068875,0.02491517,0.0034557016265625,64,0.00613646008861959,1.34235032463078,63,-23,0.00613646008861959,0,0.00916189473596234
5.826326130848741,0.0188337,-0.0009004712078125,64,0.00682326254827888,-0.255882882200016,63,-21,0.00682326254827888,8,0.0102860404879992
5.356628918328391,0.02257646,0.0002908847890625,64,0.0058803807071126,0.162695460887771,63,-16,0.0058803807071126,8,0.00958104037086404
5.262889697917514,0.02538295,0.001197234525,64,0.00649633391965692,0.416741956946527,63,-15,0.00649633391965692,8,0.0100035917043224
5.982751470839829,0.0211724,0.0009779235890625,64,0.00583204557882488,0.418585148081437,63,-15,0.00583204557882488,23,0.00949575576892613
5.741180840845312,0.02818943,0.002096212428125,64,0.00823274958495733,0.814620971962201,63,-16,0.00823274958495733,16,0.0111464167211321
6.1686398918160465,0.01930148,0.000356673884375,64,0.00673189393971496,0.223916414907777,63,-18,0.00673189393971496,21,0.0102498110493926
5.681069526425827,0.02585072,0.0014237882953125,64,0.00652985214045904,0.621179959917977,63,-22,0.00652985214045904,3,0.0100000883288501
5.773553327694926,0.02304424,0.0024324161421875,64,0.00887700370545891,0.986182922961313,63,-24,0.00887700370545891,1,0.0115233039797196
5.6391014127701,0.02304424,0.0014676310890625,64,0.00728246471022322,0.634517237890792,63,-19,0.00728246471022322,8,0.0105657261976475
5.545076882032938,0.02210796,0.0014895780765625,64,0.00604970808443308,0.658966303628209,63,-18,0.00604970808443308,8,0.00960769722530281
5.631770190588454,0.02538295,0.003528777396875,64,0.00645312654435852,1.32604066229978,63,-23,0.00645312654435852,0,0.0094009484808133
5.639486242999671,0.02351202,0.0026005632203125,64,0.00845714889407492,0.973545773459333,63,-19,0.00845714889407492,8,0.011197322108749
6.015377983443032,0.02164018,0.0021108077296875,64,0.00788071634169015,0.893958455653176,63,-23,0.00788071634169015,8,0.0108940664385343
5.54412551106578,0.02070463,-0.001200183653125,64,0.0059584138207782,-0.434884256510849,63,-18,0.0059584138207782,8,0.0095739111729967
6.310295776134468,0.01649499,-0.000710445446875,64,0.00674838959906875,-0.190039183566918,63,-19,0.00674838959906875,22,0.0102439667488949
5.725786451188994,0.03239979,-0.0018798459859375,64,0.00751470905829486,-0.841313056913491,63,-23,0.00751470905829486,2,0.010671621624899
5.54466243074764,0.01743055,0.0004443368328125,64,0.00384275861119692,0.218784935069335,63,-18,0.00384275861119692,8,0.00773599819538229
5.638569282023199,0.02351202,-5.26253109375003e-05,64,0.0087320844390065,-0.0709220611200871,63,-19,0.0087320844390065,8,0.0116805843148417
5.0750157648133305,0.0314635,0.001577303434375,64,0.00812021176826146,0.617119491254916,63,-13,0.00812021176826146,8,0.0111530454475446
6.015411665368142,0.03006035,0.0025200986203125,64,0.0101172264468884,0.885210378421674,63,-23,0.0101172264468884,8,0.0123179042932039
6.0150560213051465,0.03006035,0.001869618453125,64,0.00643154539871609,0.634478197939948,63,-23,0.00643154539871609,8,0.00984872700884096
5.631996412687667,0.0291248,0.0041573188203125,64,0.00831147738083717,1.55488551344081,63,-23,0.00831147738083717,0,0.010610538831834
5.820457360087784,0.02351202,0.0053560265015625,64,0.00737067500396914,2.07805401848034,63,-25,0.00737067500396914,0,0.00929945036287511
5.631948186463119,0.03754497,0.0042012437703125,64,0.00931486485142408,1.61222753418282,63,-23,0.00931486485142408,0,0.0113090368328126
5.871162914342192,0.02585072,0.001789267984375,64,0.00688789016717667,0.683873668174216,63,-23,0.00688789016717667,5,0.0102186987401638
6.015298666606339,0.02725387,0.0021692514015625,64,0.00756948612271098,0.890890693520401,63,-23,0.00756948612271098,8,0.0106568085759377
5.5437308754169985,0.04596515,-0.0014413471015625,64,0.00801919600598954,-0.627671347737434,63,-18,0.00801919600598955,8,0.0111005610725947
5.677858913257382,0.01789833,-0.0024353681734375,64,0.00716506271414154,-0.860850998580339,63,-23,0.00716506271414154,1,0.0102967512725262
6.014310761304231,0.02210796,-0.000768923378125,64,0.00735356087014728,-0.309170246699856,63,-23,0.00735356087014728,8,0.0106914987459488
6.015039015934225,0.03520627,0.002037711959375,64,0.00709441069574432,0.625331393780033,63,-23,0.00709441069574432,8,0.0103294674156815
5.349816961917555,0.03286757,0.003791862040625,64,0.008170103929504,1.42896432758277,63,-20,0.008170103929504,0,0.0106432916037928
6.015289764127172,0.0314635,0.0023739692953125,64,0.00751853421926162,0.923545518293486,63,-23,0.00751853421926162,8,0.0105755078819353
5.827146470432557,0.02164018,0.0018257962734375,64,0.00490053862137739,0.768164526088355,63,-21,0.00490053862137739,8,0.00855788431371466
5.545067759924797,0.02351202,0.001642984940625,64,0.00557846249894568,0.663100884897506,63,-18,0.00557846249894568,8,0.00919043399578636
6.014598675107366,0.03333534,0.000451685846874999,64,0.00716467733582332,0.209437255467613,63,-23,0.00716467733582332,8,0.010570906454414
5.450431872578609,0.02257646,-0.0003230845640625,64,0.00658444507019477,-0.103948626398499,63,-17,0.00658444507019477,8,0.0101379273318691
6.015372050884662,0.0291248,0.00254937465625,64,0.00673619349582142,1.04345968726947,63,-23,0.00673619349582142,8,0.00993749023819797
5.826669371263596,0.03099572,0.00068556859375,64,0.00651586317725658,0.26727798049631,63,-21,0.00651586317725658,8,0.0100667948150292
5.920324131125722,0.02023703,-0.000600832840625,64,0.00554988318971034,-0.237545893070313,63,-22,0.00554988318971034,8,0.00929278885678839
6.014220465086223,0.02725387,-0.000593552453125,64,0.00590207261524157,-0.301343232150244,63,-23,0.00590207261524157,8,0.00958475769639164
5.349901463898424,0.02631832,-0.0018579553484375,64,0.00790952140825156,-0.787856279987345,63,-19,0.00790952140825156,2,0.0109605781748566
6.0150492246118406,0.03006035,0.001796548509375,64,0.006440526987034,0.65032254968195,63,-23,0.006440526987034,8,0.00986942995445374
5.826408207937068,0.01789833,-0.0003011256296875,64,0.00483181387617014,-0.170959924936197,63,-21,0.00483181387617013,8,0.0086836867268634
6.8328932211703135,0.02304424,0.0015846009484375,64,0.00597662949659297,0.577796780455454,63,-22,0.00597662949659297,27,0.00953277901340822
5.921496842277031,0.02444739,0.0026590469421875,64,0.00738922710864076,1.08540629625046,63,-22,0.00738922710864076,8,0.0104108665792889
5.067287283523947,0.02023703,0.0020596758640625,64,0.00479306909290183,0.829570546662455,63,-17,0.00479306909290183,0,0.00840532211825278
5.921064732691675,0.0291248,0.0017161318953125,64,0.00620231946932364,0.723762442958341,63,-22,0.00620231946932364,8,0.00969361300166625
5.631872186226498,0.02444739,0.00372609813125,64,0.00650449959569355,1.45502935904386,63,-23,0.00650449959569355,0,0.00936744356262726
5.3990550533395085,0.01930148,0.0012118898375,64,0.00554562940210987,0.580486411393957,63,-19,0.00554562940210987,3,0.00922939772843987
5.827644025608298,0.02444739,0.0031487627046875,64,0.00806635451723479,1.17198675854362,63,-21,0.00806635451723479,8,0.0107759956737817
6.313181389709116,0.02959258,0.0023447360921875,64,0.00905277010229054,0.835373572250047,63,-18,0.00905277010229054,24,0.0116598347117909
5.349919629551793,0.02164018,-0.00169719723125,64,0.00517156119876106,-0.708988222554797,63,-19,0.00517156119876106,2,0.0088275231684136
6.408304263125101,0.02351202,-0.0001038111265625,64,0.00576783846516035,-0.0378472157657411,63,-18,0.00576783846516035,26,0.00949271822336112
6.338437425552185,0.04315867,0.0055533675984375,64,0.0177166044260549,1.78323199323907,63,-30,0.0177166044260549,1,0.0156838149846819
6.342147050316746,0.1376493,0.0182345563375,64,0.16965861939796,3.91485443948002,63,-30,0.16965861939796,1,0.0481499416746028
6.3126710134872015,0.3925877,0.0893805414375,64,2.12196778221759,9.94699265597112,63,-30,2.12196778221759,0,0.158640680184778
6.240666243892215,0.5165492,-0.0456463008125,64,5.39102021122974,-1.083438941185,63,-29,5.39102021122974,1,0.286620142388143
6.353339426431604,0.5937319,0.01256276046875,64,9.54120744280251,6.96004456130158,63,-30,9.54120744280251,1,0.38590613281366
6.332442555463705,0.7827141,-0.2251411803125,64,7.76762349172611,-21.8614166589281,63,-31,7.76762349172611,0,0.265858168927936
6.365555413903235,1.280897,-0.0579108290625,64,64.5344016162496,16.4268553596923,63,-30,64.5344016162496,1,1.00249506788372
6.457941750172922,1.916139,0.3334945440625,64,44.2833675547757,-10.7817241783127,63,-30,44.2833675547757,2,0.76204265439929
6.3246271537340855,0.7901987,-0.30896103953125,64,17.102482948984,-19.2816450689406,63,-31,17.102482948984,0,0.414450687210969
6.485924226515089,1.181728,0.45968467796875,64,29.1611970182416,11.2487638380405,63,-31,29.1611970182416,0,0.494301224205233
6.279133211853471,1.10548,-0.399673291,64,41.9499433243727,-0.192058492862435,63,-30,41.9499433243727,1,0.704080339808287
6.387944503758569,1.523674,-0.0240115528125,64,98.5378108990058,33.4927446086771,63,-30,98.5378108990058,1,1.24059531702667
6.414079404026922,1.834745,0.2588328115625,64,65.3230769803351,5.51430790323874,63,-30,65.3230769803351,1,0.976564720577386
