预测结果_Y,Mean,Peak Value,Bandwidth,Entropy,Energy,Autocorrelation Lag,Autocorrelation Peak,Standard Deviation,Duration,Peak Frequency
5.766144801035077,0.001869636021875,0.02444739,-23,0.747884609459985,0.00754102570727412,63,0.00754102570727412,0.0106926604650978,64,8
6.017690574535128,0.0037334529765625,0.02070463,-23,1.42391755737897,0.00665891749021797,63,0.00665891749021797,0.00949246620517831,64,0
5.386388323041027,0.000276246784375,0.01976925,-15,0.126242294698888,0.0077282489786217,63,0.0077282489786217,0.0109853346787927,64,8
6.432241297834432,0.001343369296875,0.02397961,-20,0.506997416632575,0.00545448953183268,63,0.00545448953183268,0.00913355121883592,64,8
5.9212533187592555,0.003331428159375,0.03052813,-24,1.22506644366316,0.00636660220512928,63,0.00636660220512928,0.00940105025377847,64,0
5.995969090869081,0.0020158163515625,0.02538295,-20,0.81414236346359,0.00594418210685685,63,0.00594418210685685,0.00942413549650107,64,8
4.818714034860693,0.001730795678125,0.03006035,-16,0.640797676749788,0.00961295423455215,63,0.00961295423455215,0.0121328791403962,64,8
5.990018110499743,0.0034557016265625,0.02491517,-23,1.34235032463078,0.00613646008861959,63,0.00613646008861959,0.00916189473596234,64,0
6.032391284869836,-0.0009004712078125,0.0188337,-21,-0.255882882200016,0.00682326254827888,63,0.00682326254827888,0.0102860404879992,64,8
5.997387909718304,0.0002908847890625,0.02257646,-16,0.162695460887771,0.0058803807071126,63,0.0058803807071126,0.00958104037086404,64,8
5.411028318895756,0.001197234525,0.02538295,-15,0.416741956946527,0.00649633391965692,63,0.00649633391965692,0.0100035917043224,64,8
5.56717102740663,0.0009779235890625,0.0211724,-15,0.418585148081437,0.00583204557882488,63,0.00583204557882488,0.00949575576892613,64,23
4.339481629977527,0.002096212428125,0.02818943,-16,0.814620971962201,0.00823274958495733,63,0.00823274958495733,0.0111464167211321,64,16
5.890099428112523,0.000356673884375,0.01930148,-18,0.223916414907777,0.00673189393971496,63,0.00673189393971496,0.0102498110493926,64,21
5.724999160412317,0.0014237882953125,0.02585072,-22,0.621179959917977,0.00652985214045904,63,0.00652985214045904,0.0100000883288501,64,3
5.039625598836529,0.0024324161421875,0.02304424,-24,0.986182922961313,0.00887700370545891,63,0.00887700370545891,0.0115233039797196,64,1
5.548403833316159,0.0014676310890625,0.02304424,-19,0.634517237890792,0.00728246471022322,63,0.00728246471022322,0.0105657261976475,64,8
6.292498663408903,0.0014895780765625,0.02210796,-18,0.658966303628209,0.00604970808443308,63,0.00604970808443308,0.00960769722530281,64,8
5.930364673991529,0.003528777396875,0.02538295,-23,1.32604066229978,0.00645312654435852,63,0.00645312654435852,0.0094009484808133,64,0
5.220982005306979,0.0026005632203125,0.02351202,-19,0.973545773459333,0.00845714889407492,63,0.00845714889407492,0.011197322108749,64,8
5.6057353726371355,0.0021108077296875,0.02164018,-23,0.893958455653176,0.00788071634169015,63,0.00788071634169015,0.0108940664385343,64,8
6.481871045776555,-0.001200183653125,0.02070463,-18,-0.434884256510849,0.0059584138207782,63,0.0059584138207782,0.0095739111729967,64,8
6.024438861571137,-0.000710445446875,0.01649499,-19,-0.190039183566918,0.00674838959906875,63,0.00674838959906875,0.0102439667488949,64,22
5.347145958401936,-0.0018798459859375,0.03239979,-23,-0.841313056913491,0.00751470905829486,63,0.00751470905829486,0.010671621624899,64,2
6.616695211188969,0.0004443368328125,0.01743055,-18,0.218784935069335,0.00384275861119692,63,0.00384275861119692,0.00773599819538229,64,8
5.0983847629998635,-5.26253109375003e-05,0.02351202,-19,-0.0709220611200871,0.0087320844390065,63,0.0087320844390065,0.0116805843148417,64,8
5.393817597316545,0.001577303434375,0.0314635,-13,0.617119491254916,0.00812021176826146,63,0.00812021176826146,0.0111530454475446,64,8
4.697929336854687,0.0025200986203125,0.03006035,-23,0.885210378421674,0.0101172264468884,63,0.0101172264468884,0.0123179042932039,64,8
6.168900011093684,0.001869618453125,0.03006035,-23,0.634478197939948,0.00643154539871609,63,0.00643154539871609,0.00984872700884096,64,8
5.395219988180489,0.0041573188203125,0.0291248,-23,1.55488551344081,0.00831147738083717,63,0.00831147738083717,0.010610538831834,64,0
6.600287155769765,0.0053560265015625,0.02351202,-25,2.07805401848034,0.00737067500396914,63,0.00737067500396914,0.00929945036287511,64,0
5.0808101078714305,0.0042012437703125,0.03754497,-23,1.61222753418282,0.00931486485142408,63,0.00931486485142408,0.0113090368328126,64,0
6.108733509506695,0.001789267984375,0.02585072,-23,0.683873668174216,0.00688789016717667,63,0.00688789016717667,0.0102186987401638,64,5
5.6287377339245115,0.0021692514015625,0.02725387,-23,0.890890693520401,0.00756948612271098,63,0.00756948612271098,0.0106568085759377,64,8
5.50446979615173,-0.0014413471015625,0.04596515,-18,-0.627671347737434,0.00801919600598954,63,0.00801919600598955,0.0111005610725947,64,8
5.682205245910907,-0.0024353681734375,0.01789833,-23,-0.860850998580339,0.00716506271414154,63,0.00716506271414154,0.0102967512725262,64,1
5.899711520239139,-0.000768923378125,0.02210796,-23,-0.309170246699856,0.00735356087014728,63,0.00735356087014728,0.0106914987459488,64,8
5.7849791159077455,0.002037711959375,0.03520627,-23,0.625331393780033,0.00709441069574432,63,0.00709441069574432,0.0103294674156815,64,8
5.3617429263842915,0.003791862040625,0.03286757,-20,1.42896432758277,0.008170103929504,63,0.008170103929504,0.0106432916037928,64,0
5.616775542142595,0.0023739692953125,0.0314635,-23,0.923545518293486,0.00751853421926162,63,0.00751853421926162,0.0105755078819353,64,8
6.5209848430678505,0.0018257962734375,0.02164018,-21,0.768164526088355,0.00490053862137739,63,0.00490053862137739,0.00855788431371466,64,8
6.42549398005553,0.001642984940625,0.02351202,-18,0.663100884897506,0.00557846249894568,63,0.00557846249894568,0.00919043399578636,64,8
5.69069474723536,0.000451685846874999,0.03333534,-23,0.209437255467613,0.00716467733582332,63,0.00716467733582332,0.010570906454414,64,8
5.903239195466787,-0.0003230845640625,0.02257646,-17,-0.103948626398499,0.00658444507019477,63,0.00658444507019477,0.0101379273318691,64,8
5.905342801433367,0.00254937465625,0.0291248,-23,1.04345968726947,0.00673619349582142,63,0.00673619349582142,0.00993749023819797,64,8
5.708305141629106,0.00068556859375,0.03099572,-21,0.26727798049631,0.00651586317725658,63,0.00651586317725658,0.0100667948150292,64,8
6.740502670909942,-0.000600832840625,0.02023703,-22,-0.237545893070313,0.00554988318971034,63,0.00554988318971034,0.00929278885678839,64,8
6.756844980927189,-0.000593552453125,0.02725387,-23,-0.301343232150244,0.00590207261524157,63,0.00590207261524157,0.00958475769639164,64,8
