预测结果_Y,Peak Value,Mean,Duration,Energy,Standard Deviation,Autocorrelation Lag,Entropy,Autocorrelation Peak,Bandwidth,Peak Frequency
5.527193936250797,0.02444739,0.001869636021875,64,0.00754102570727412,0.0106926604650978,63,0.747884609459985,0.00754102570727412,-23,8
6.020587694307574,0.02070463,0.0037334529765625,64,0.00665891749021797,0.00949246620517831,63,1.42391755737897,0.00665891749021797,-23,0
5.002341892909236,0.01976925,0.000276246784375,64,0.0077282489786217,0.0109853346787927,63,0.126242294698888,0.0077282489786217,-15,8
6.591324942652541,0.02397961,0.001343369296875,64,0.00545448953183268,0.00913355121883592,63,0.506997416632575,0.00545448953183268,-20,8
5.674176876672817,0.03052813,0.003331428159375,64,0.00636660220512928,0.00940105025377847,63,1.22506644366316,0.00636660220512928,-24,0
5.984687754556844,0.02538295,0.0020158163515625,64,0.00594418210685685,0.00942413549650107,63,0.81414236346359,0.00594418210685685,-20,8
4.875955967622185,0.03006035,0.001730795678125,64,0.00961295423455215,0.0121328791403962,63,0.640797676749788,0.00961295423455215,-16,8
5.790957145807687,0.02491517,0.0034557016265625,64,0.00613646008861959,0.00916189473596234,63,1.34235032463078,0.00613646008861959,-23,0
5.971630326425621,0.0188337,-0.0009004712078125,64,0.00682326254827888,0.0102860404879992,63,-0.255882882200016,0.00682326254827888,-21,8
5.600317822031423,0.02257646,0.0002908847890625,64,0.0058803807071126,0.00958104037086404,63,0.162695460887771,0.0058803807071126,-16,8
5.192599611833964,0.02538295,0.001197234525,64,0.00649633391965692,0.0100035917043224,63,0.416741956946527,0.00649633391965692,-15,8
5.255468970809313,0.0211724,0.0009779235890625,64,0.00583204557882488,0.00949575576892613,63,0.418585148081437,0.00583204557882488,-15,23
4.870145608925286,0.02818943,0.002096212428125,64,0.00823274958495733,0.0111464167211321,63,0.814620971962201,0.00823274958495733,-16,16
5.8074147819294915,0.01930148,0.000356673884375,64,0.00673189393971496,0.0102498110493926,63,0.223916414907777,0.00673189393971496,-18,21
5.99993684877465,0.02585072,0.0014237882953125,64,0.00652985214045904,0.0100000883288501,63,0.621179959917977,0.00652985214045904,-22,3
4.714306154426078,0.02304424,0.0024324161421875,64,0.00887700370545891,0.0115233039797196,63,0.986182922961313,0.00887700370545891,-24,1
5.297904206250619,0.02304424,0.0014676310890625,64,0.00728246471022322,0.0105657261976475,63,0.634517237890792,0.00728246471022322,-19,8
6.226238215996232,0.02210796,0.0014895780765625,64,0.00604970808443308,0.00960769722530281,63,0.658966303628209,0.00604970808443308,-18,8
5.790957145807687,0.02538295,0.003528777396875,64,0.00645312654435852,0.0094009484808133,63,1.32604066229978,0.00645312654435852,-23,0
4.990238591904702,0.02351202,0.0026005632203125,64,0.00845714889407492,0.011197322108749,63,0.973545773459333,0.00845714889407492,-19,8
4.917792312443078,0.02164018,0.0021108077296875,64,0.00788071634169015,0.0108940664385343,63,0.893958455653176,0.00788071634169015,-23,8
6.922881313014012,0.02070463,-0.001200183653125,64,0.0059584138207782,0.0095739111729967,63,-0.434884256510849,0.0059584138207782,-18,8
