预测结果_Y,Standard Deviation,Mean,Peak Value,Peak Frequency,Autocorrelation Lag,Entropy,Energy,Duration,Autocorrelation Peak,Bandwidth
5.995871065536178,0.0106926604650978,0.001869636021875,0.02444739,8,63,0.747884609459985,0.00754102570727412,64,0.00754102570727412,-23
6.030065168861896,0.00949246620517831,0.0037334529765625,0.02070463,0,63,1.42391755737897,0.00665891749021797,64,0.00665891749021797,-23
5.656742199792191,0.0109853346787927,0.000276246784375,0.01976925,8,63,0.126242294698888,0.0077282489786217,64,0.0077282489786217,-15
5.8686650507176665,0.00913355121883592,0.001343369296875,0.02397961,8,63,0.506997416632575,0.00545448953183268,64,0.00545448953183268,-20
6.072502510624602,0.00940105025377847,0.003331428159375,0.03052813,0,63,1.22506644366316,0.00636660220512928,64,0.00636660220512928,-24
5.868635632274803,0.00942413549650107,0.0020158163515625,0.02538295,8,63,0.81414236346359,0.00594418210685685,64,0.00594418210685685,-20
5.699109904470518,0.0121328791403962,0.001730795678125,0.03006035,8,63,0.640797676749788,0.00961295423455215,64,0.00961295423455215,-16
6.03007763030719,0.00916189473596234,0.0034557016265625,0.02491517,0,63,1.34235032463078,0.00613646008861959,64,0.00613646008861959,-23
5.911190131681636,0.0102860404879992,-0.0009004712078125,0.0188337,8,63,-0.255882882200016,0.00682326254827888,64,0.00682326254827888,-21
5.699117193641271,0.00958104037086404,0.0002908847890625,0.02257646,8,63,0.162695460887771,0.0058803807071126,64,0.0058803807071126,-16
5.656687880286611,0.0100035917043224,0.001197234525,0.02538295,8,63,0.416741956946527,0.00649633391965692,64,0.00649633391965692,-15
5.592334344054237,0.00949575576892613,0.0009779235890625,0.0211724,23,63,0.418585148081437,0.00583204557882488,64,0.00583204557882488,-15
5.664750488011762,0.0111464167211321,0.002096212428125,0.02818943,16,63,0.814620971962201,0.00823274958495733,64,0.00823274958495733,-16
5.7281583177416024,0.0102498110493926,0.000356673884375,0.01930148,21,63,0.223916414907777,0.00673189393971496,64,0.00673189393971496,-18
5.9749260983687265,0.0100000883288501,0.0014237882953125,0.02585072,3,63,0.621179959917977,0.00652985214045904,64,0.00652985214045904,-22
6.06828337908037,0.0115233039797196,0.0024324161421875,0.02304424,1,63,0.986182922961313,0.00887700370545891,64,0.00887700370545891,-24
5.826279710165821,0.0105657261976475,0.0014676310890625,0.02304424,8,63,0.634517237890792,0.00728246471022322,64,0.00728246471022322,-19
5.783856029682923,0.00960769722530281,0.0014895780765625,0.02210796,8,63,0.658966303628209,0.00604970808443308,64,0.00604970808443308,-18
6.030081988780424,0.0094009484808133,0.003528777396875,0.02538295,0,63,1.32604066229978,0.00645312654435852,64,0.00645312654435852,-23
5.826240778553895,0.011197322108749,0.0026005632203125,0.02351202,8,63,0.973545773459333,0.00845714889407492,64,0.00845714889407492,-19
5.995855325020514,0.0108940664385343,0.0021108077296875,0.02164018,8,63,0.893958455653176,0.00788071634169015,64,0.00788071634169015,-23
5.783994340398479,0.0095739111729967,-0.001200183653125,0.02070463,8,63,-0.434884256510849,0.0059584138207782,64,0.0059584138207782,-18
5.7663204253210125,0.0102439667488949,-0.000710445446875,0.01649499,22,63,-0.190039183566918,0.00674838959906875,64,0.00674838959906875,-19
6.021820392462089,0.010671621624899,-0.0018798459859375,0.03239979,2,63,-0.841313056913491,0.00751470905829486,64,0.00751470905829486,-23
5.783867636581547,0.00773599819538229,0.0004443368328125,0.01743055,8,63,0.218784935069335,0.00384275861119692,64,0.00384275861119692,-18
5.82638746453695,0.0116805843148417,-5.26253109375003e-05,0.02351202,8,63,-0.0709220611200871,0.0087320844390065,64,0.0087320844390065,-19
5.57189470657859,0.0111530454475446,0.001577303434375,0.0314635,8,63,0.617119491254916,0.00812021176826146,64,0.00812021176826146,-13
5.995885189159438,0.0123179042932039,0.0025200986203125,0.03006035,8,63,0.885210378421674,0.0101172264468884,64,0.0101172264468884,-23
5.995869541077539,0.00984872700884096,0.001869618453125,0.03006035,8,63,0.634478197939948,0.00643154539871609,64,0.00643154539871609,-23
6.030080212399028,0.010610538831834,0.0041573188203125,0.0291248,0,63,1.55488551344081,0.00831147738083717,64,0.00831147738083717,-23
6.114783200437799,0.00929945036287511,0.0053560265015625,0.02351202,0,63,2.07805401848034,0.00737067500396914,64,0.00737067500396914,-25
6.030102034683935,0.0113090368328126,0.0042012437703125,0.03754497,0,63,1.61222753418282,0.00931486485142408,64,0.00931486485142408,-23
6.008738507751971,0.0102186987401638,0.001789267984375,0.02585072,5,63,0.683873668174216,0.00688789016717667,64,0.00688789016717667,-23
5.995857587319463,0.0106568085759377,0.0021692514015625,0.02725387,8,63,0.890890693520401,0.00756948612271098,64,0.00756948612271098,-23
5.784080831103623,0.0111005610725947,-0.0014413471015625,0.04596515,8,63,-0.627671347737434,0.00801919600598954,64,0.00801919600598955,-18
6.026097545519136,0.0102967512725262,-0.0024353681734375,0.01789833,1,63,-0.860850998580339,0.00716506271414154,64,0.00716506271414154,-23
5.996004977615215,0.0106914987459488,-0.000768923378125,0.02210796,8,63,-0.309170246699856,0.00735356087014728,64,0.00735356087014728,-23
5.995882610094398,0.0103294674156815,0.002037711959375,0.03520627,8,63,0.625331393780033,0.00709441069574432,64,0.00709441069574432,-23
5.902900674848482,0.0106432916037928,0.003791862040625,0.03286757,0,63,1.42896432758277,0.008170103929504,64,0.008170103929504,-20
5.995854580777362,0.0105755078819353,0.0023739692953125,0.0314635,8,63,0.923545518293486,0.00751853421926162,64,0.00751853421926162,-23
5.911022145711016,0.00855788431371466,0.0018257962734375,0.02164018,8,63,0.768164526088355,0.00490053862137739,64,0.00490053862137739,-21
5.783845300788656,0.00919043399578636,0.001642984940625,0.02351202,8,63,0.663100884897506,0.00557846249894568,64,0.00557846249894568,-18
5.995954088752754,0.010570906454414,0.000451685846874999,0.03333534,8,63,0.209437255467613,0.00716467733582332,64,0.00716467733582332,-23
5.7415626567114515,0.0101379273318691,-0.0003230845640625,0.02257646,8,63,-0.103948626398499,0.00658444507019477,64,0.00658444507019477,-17
5.9958263192117585,0.00993749023819797,0.00254937465625,0.0291248,8,63,1.04345968726947,0.00673619349582142,64,0.00673619349582142,-23
5.911128131209537,0.0100667948150292,0.00068556859375,0.03099572,8,63,0.26727798049631,0.00651586317725658,64,0.00651586317725658,-21
5.95356422558207,0.00929278885678839,-0.000600832840625,0.02023703,8,63,-0.237545893070313,0.00554988318971034,64,0.00554988318971034,-22
5.995985360352918,0.00958475769639164,-0.000593552453125,0.02725387,8,63,-0.301343232150244,0.00590207261524157,64,0.00590207261524157,-23
5.852208355327733,0.0109605781748566,-0.0018579553484375,0.02631832,2,63,-0.787856279987345,0.00790952140825156,64,0.00790952140825156,-19
5.995871061694473,0.00986942995445374,0.001796548509375,0.03006035,8,63,0.65032254968195,0.006440526987034,64,0.006440526987034,-23
5.911135019795168,0.0086836867268634,-0.0003011256296875,0.01789833,8,63,-0.170959924936197,0.00483181387617014,64,0.00483181387617013,-21
5.871961547820959,0.00953277901340822,0.0015846009484375,0.02304424,27,63,0.577796780455454,0.00597662949659297,64,0.00597662949659297,-22
5.953421880726367,0.0104108665792889,0.0026590469421875,0.02444739,8,63,1.08540629625046,0.00738922710864076,64,0.00738922710864076,-22
